id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,date_run,yelp_business_status,_merge,formatted_address,business_status
NaGkRnNbLcJdI8cF8JE3hw,tilikum-place-cafe-seattle-3,Tilikum Place Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/dIrUmC8O5pD2eGTjfjlEIA/o.jpg,FALSE,https://www.yelp.com/biz/tilikum-place-cafe-seattle-3?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,2153,4.5,$$,12062824830,(206) 282-4830,1452.626915,47.617982,-122.347691,407 Cedar St,,,Seattle,98121,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"407 Cedar St, Seattle, WA 98121, United States",OPERATIONAL
Q4dPtOyxv86e-EYjs1aHbw,2120-seattle,2120,https://s3-media3.fl.yelpcdn.com/bphoto/f-JTurQvAe76OY48DmHeHg/o.jpg,FALSE,https://www.yelp.com/biz/2120-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,517,4,$$$,12068298700,(206) 829-8700,935.0003991,47.61578,-122.34016,2120 6th Ave,,,Seattle,98121,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2120 6th Ave, Seattle, WA 98121, United States",OPERATIONAL
YhWzCrNLz2bb4LDi7stPjQ,six-seven-restaurant-seattle-3,Six Seven Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/LwEdGkiZ4z6HNGdTZJEmzg/o.jpg,FALSE,https://www.yelp.com/biz/six-seven-restaurant-seattle-3?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,1143,4,$$$,12062694575,(206) 269-4575,1370.191581,47.61230403,-122.3523009,2411 Alaskan Way,Pier 67,,Seattle,98121,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2411 Alaskan Way Pier 67, Seattle, WA 98121, United States",OPERATIONAL
ZTJp0VGnGth0KpQgt-DHGw,musang-seattle-seattle-2,Musang Seattle,https://s3-media3.fl.yelpcdn.com/bphoto/hNyOzo8F_8AoiZBTDVvvLg/o.jpg,FALSE,https://www.yelp.com/biz/musang-seattle-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,287,4.5,$$,12067086871,(206) 708-6871,3504.324875,47.580361,-122.312767,2524 Beacon Ave S,,,Seattle,98144,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2524 Beacon Ave S, Seattle, WA 98144, United States",OPERATIONAL
1FHWvy2lx3ac-WAnnrawIw,taurus-ox-seattle,Taurus Ox,https://s3-media1.fl.yelpcdn.com/bphoto/TqcDy3iD0mfPd6MEIeI4jg/o.jpg,FALSE,https://www.yelp.com/biz/taurus-ox-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,248,4.5,$$,12069720075,(206) 972-0075,1920.407132,47.61485307,-122.3116436,1523 E Madison St,Ste 101,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1523 E Madison St Ste 101, Seattle, WA 98122, United States",OPERATIONAL
rXbU5HJx6mihqazytPTgXA,kedai-makan-seattle-4,Kedai Makan,https://s3-media2.fl.yelpcdn.com/bphoto/y1AOX-U4ciTO2I8-hlxn0A/o.jpg,FALSE,https://www.yelp.com/biz/kedai-makan-seattle-4?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,1077,4.5,$$,,,1276.939561,47.6179,-122.32658,1802 Bellevue Ave,,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1802 Bellevue Ave, Seattle, WA 98122, United States",
rgkwLKTmZdj72S1KmEkENg,zig-zag-cafe-seattle-2,Zig Zag Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/NQyUmp9r8HZRCRoGwy7XPw/o.jpg,FALSE,https://www.yelp.com/biz/zig-zag-cafe-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,1082,4.5,$$,,,488.784406,47.60833,-122.34167,1501 Western Ave,Ste 202,,Seattle,98101,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1501 Western Ave Ste 202, Seattle, WA 98101, United States",
6AY7UJnznddGbrccPDvuNw,some-random-bar-seattle,Some Random Bar,https://s3-media4.fl.yelpcdn.com/bphoto/WSZEXsjY1pz9t8CcLBjbVg/o.jpg,FALSE,https://www.yelp.com/biz/some-random-bar-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,1067,4.5,$$,,,1377.269192,47.615501,-122.3498022,2604 1st Ave,,,Seattle,98121,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2604 1st Ave, Seattle, WA 98121, United States",
NXZdI91HkZp18dXBeAFqRQ,tomo-seattle,Tomo,https://s3-media2.fl.yelpcdn.com/bphoto/xPrW52fmYONpIDjH6G0_mw/o.jpg,FALSE,https://www.yelp.com/biz/tomo-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,67,4,$$$$,,,10430.94014,47.51516,-122.35533,9811 16th Ave SW,,,Seattle,98106,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"9811 16th Ave SW, Seattle, WA 98106, United States",
h2qSZ-hcFVW1n_9ZbjQZLQ,karachi-cowboys-seattle,Karachi Cowboys,https://s3-media2.fl.yelpcdn.com/bphoto/gLzOzzk7B2J8zyleRhHsVw/o.jpg,FALSE,https://www.yelp.com/biz/karachi-cowboys-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,45,4,$$,,,1530.033764,47.6145784,-122.3172296,1517 12th Ave,Ste 100,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1517 12th Ave Ste 100, Seattle, WA 98122, United States",
Q18dANZ0LzsvJCygqUeNOQ,watsons-counter-seattle,Watson's Counter,https://s3-media4.fl.yelpcdn.com/bphoto/OwcoRsFhSKpJTLEPlVvHJA/o.jpg,FALSE,https://www.yelp.com/biz/watsons-counter-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,319,4,$$,,,7965.806705,47.67399,-122.37649,6201 15th Ave NW,,,Seattle,98107,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"6201 15th Ave NW, Seattle, WA 98107, United States",
NcMfsF_ywfSXVDiUrHBMPA,the-chicken-supply-seattle,The Chicken Supply,https://s3-media2.fl.yelpcdn.com/bphoto/nyByNeOTy0Mi6o5aggqYYQ/o.jpg,FALSE,https://www.yelp.com/biz/the-chicken-supply-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,40,5,,,,8454.672208,47.68286787,-122.3549721,7410 Greenwood Ave N,,,Seattle,98103,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"7410 Greenwood Ave N, Seattle, WA 98103, United States",
75afHb8orbSEYCFq1MTDLA,archipelago-seattle-3,Archipelago,https://s3-media3.fl.yelpcdn.com/bphoto/N_Kh_yiquf5jWrUz7wILtQ/o.jpg,FALSE,https://www.yelp.com/biz/archipelago-seattle-3?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,56,5,$$$$,,,7589.431963,47.55161297,-122.2781831,5607 Rainier Ave S,,,Seattle,98118,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"5607 Rainier Ave S, Seattle, WA 98118, United States",
mMMCajfv-XQ9PzzUds04vg,cafe-hitchcock-seattle-2,Cafe Hitchcock,https://s3-media1.fl.yelpcdn.com/bphoto/SjjNZDD-ZUyVa1W9LSwJJg/o.jpg,FALSE,https://www.yelp.com/biz/cafe-hitchcock-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,79,4,$$,,,465.1201366,47.60374,-122.33505,818 1st Ave,,,Seattle,98104,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"818 1st Ave, Seattle, WA 98104, United States",
TdvwOnPwRsAjD0sxD9CVzQ,surrell-seattle,Surrell,https://s3-media2.fl.yelpcdn.com/bphoto/hjFtQbFzZoE7u9vvCVkkqw/o.jpg,FALSE,https://www.yelp.com/biz/surrell-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,32,5,$$$$,,,2798.849829,47.6193851,-122.3018568,2319 E Madison St,,,Seattle,98112,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2319 E Madison St, Seattle, WA 98112, United States",
3jrQdJz7YPGOi6KbDLmnTg,aroom-coffee-seattle,Aroom Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/eUozLmT__qy3eTuEvrH9Ww/o.jpg,FALSE,https://www.yelp.com/biz/aroom-coffee-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,37,5,$,,,5062.241058,47.6532043,-122.3433421,3801 Stone Way N,,,Seattle,98103,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"3801 Stone Way N, Seattle, WA 98103, United States",
iXq_Hq0zcmLUuw1k6Q_1Ig,sizzle-and-crunch-seattle-2,Sizzle&Crunch,https://s3-media1.fl.yelpcdn.com/bphoto/BR3Y4PXdODfhdgohNVprUA/o.jpg,FALSE,https://www.yelp.com/biz/sizzle-and-crunch-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,51,4,,,,1797.138836,47.6239451,-122.3391972,500 9th Ave N,Ste 150,,Seattle,98109,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"500 9th Ave N Ste 150, Seattle, WA 98109, United States",
4-GAG8fStiWRSCZY241q7A,call-a-chicken-chinatown-seattle,Call A Chicken Chinatown,https://s3-media2.fl.yelpcdn.com/bphoto/Q92hR0OwRP6TnPtFHDThew/o.jpg,FALSE,https://www.yelp.com/biz/call-a-chicken-chinatown-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,9,3,,,,1237.822197,47.59849,-122.32669,522 S King St,,,Seattle,98104,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"522 S King St, Seattle, WA 98104, United States",
S6y6IXQ4THr00fVrSd9LFw,bentoful-seattle-3,Bentoful,https://s3-media3.fl.yelpcdn.com/bphoto/Fyi64rUAnwYv8Rho8lS89Q/o.jpg,FALSE,https://www.yelp.com/biz/bentoful-seattle-3?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,26,4.5,,,,1708.035999,47.62337297,-122.3349364,501 Fairview Ave N,,,Seattle,98109,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"501 Fairview Ave N, Seattle, WA 98109, United States",
KXxZdmqNeM7qZ3qB-Orylw,midnite-ramen-seattle,Midnite Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/jthOPVE2cc0cTn_OadN8DA/o.jpg,FALSE,https://www.yelp.com/biz/midnite-ramen-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,48,5,$$,,,6475.542078,47.65612209,-122.3838648,4001 21st Ave W,,,Seattle,98199,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"4001 21st Ave W, Seattle, WA 98199, United States",
9QQ6PKGAJVEq-X5iyrJ5Gg,yalla-seattle-seattle,Yalla Seattle,https://s3-media3.fl.yelpcdn.com/bphoto/s2UaFLGErKhI_Q3hrxfs4g/o.jpg,FALSE,https://www.yelp.com/biz/yalla-seattle-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,139,4.5,,,,1304.939239,47.61806598,-122.3261852,1510 E Olive Way,,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1510 E Olive Way, Seattle, WA 98122, United States",
VRkBpEL6Hsv0Yc0OCpSqPQ,jackson-s-catfish-corner-seattle-2,Jackson’s Catfish Corner,https://s3-media1.fl.yelpcdn.com/bphoto/cBPgtgZbl1B_0jTvk6LdjA/o.jpg,FALSE,https://www.yelp.com/biz/jackson-s-catfish-corner-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,56,4.5,$$,,,2631.973173,47.59939,-122.30245,2218 S Jackson St,,,Seattle,98144,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"2218 S Jackson St, Seattle, WA 98144, United States",
og1FbJYurFSyxY4RExgNtg,canon-seattle,Canon,https://s3-media3.fl.yelpcdn.com/bphoto/mryY4yFzMjngx_D1FKk17A/o.jpg,FALSE,https://www.yelp.com/biz/canon-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,960,4,$$$,,,1436.997192,47.61127,-122.31657,928 12th Ave,,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"928 12th Ave, Seattle, WA 98122, United States",
_2yFuoC12M9cfFxTbqCEzQ,secret-congee-seattle,Secret Congee,https://s3-media2.fl.yelpcdn.com/bphoto/kHEllhApass-WETGUZkekQ/o.jpg,FALSE,https://www.yelp.com/biz/secret-congee-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,108,4.5,$$,,,9125.002741,47.67436,-122.40664,6301 Seaview Ave NW,,,Seattle,98107,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"6301 Seaview Ave NW, Seattle, WA 98107, United States",
4UPiAgF0h8RBdNrJNLun6Q,sankaku-onigiri-cafe-and-bar-seattle,Sankaku Onigiri Cafe & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/BlPfRRNfegvcqkIk9jtQsQ/o.jpg,FALSE,https://www.yelp.com/biz/sankaku-onigiri-cafe-and-bar-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,26,4,,,,919.5095534,47.61484,-122.32814,1531 Melrose Ave,,,Seattle,98122,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1531 Melrose Ave, Seattle, WA 98122, United States",
tg9Fsdky2V-Bg3xiSIT4sg,taneda-sushi-in-kaiseki-seattle-2,Taneda Sushi in Kaiseki,https://s3-media4.fl.yelpcdn.com/bphoto/xJzjVhKLm0AOAP1JAsWfBA/o.jpg,FALSE,https://www.yelp.com/biz/taneda-sushi-in-kaiseki-seattle-2?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,234,5,$$$$,,,1741.457139,47.62063,-122.32134,219 Broadway E,Ste 14,,Seattle,98102,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"219 Broadway E Ste 14, Seattle, WA 98102, United States",
21D1qHPJhqMqKAI2EiApIg,drunken-chicken-seattle,Drunken Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/YWkhQ1s-tFFr4sncbvGkZQ/o.jpg,FALSE,https://www.yelp.com/biz/drunken-chicken-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,37,4,,,,5830.096785,47.660445,-122.336384,4401 Wallingford Ave N,,,Seattle,98103,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"4401 Wallingford Ave N, Seattle, WA 98103, United States",
7hfyyyVKXOQMOMWTkFrvNg,boca-argentine-bakery-and-pizzeria-seattle,Boca Argentine Bakery & Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/5MPTtVa-2QR5WWt5zBXpDg/o.jpg,FALSE,https://www.yelp.com/biz/boca-argentine-bakery-and-pizzeria-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,15,4.5,,,,1977.361775,47.62278,-122.32064,426 Broadway E,,,Seattle,98102,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"426 Broadway E, Seattle, WA 98102, United States",
LDMCeu-GTOYefHDwttLbJg,way-back-crab-shack-seattle,Way Back Crab Shack,https://s3-media1.fl.yelpcdn.com/bphoto/2dFEHqZAfAbb-S9RiLfPkg/o.jpg,FALSE,https://www.yelp.com/biz/way-back-crab-shack-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,18,4,$$,,,1901.404125,47.591121,-122.331226,1250 1st Ave S,,,Seattle,98134,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"1250 1st Ave S, Seattle, WA 98134, United States",
_Vya34i3hAVIBcXYIceBWA,masakan-seattle,Masakan,https://s3-media4.fl.yelpcdn.com/bphoto/MltnICCi55eh-r_uo9glEw/o.jpg,FALSE,https://www.yelp.com/biz/masakan-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,1,5,,,,407.3030883,47.60518169,-122.33172,,,,Seattle,98104,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,", Seattle, WA 98104, United States",
Plw3wOPQiJ0IEQyS02z-UA,cafe-madeline-seattle,Cafe Madeline,https://s3-media4.fl.yelpcdn.com/bphoto/i-q481kOA6COLP4dtV-Lxg/o.jpg,FALSE,https://www.yelp.com/biz/cafe-madeline-seattle?adjust_creative=5R8Hi_1HdIU4dWhClK4tVA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5R8Hi_1HdIU4dWhClK4tVA,14,5,,,,804.6568883,47.61513695,-122.3370525,700 Stewart St,,,Seattle,98101,United States,WA,2022-08-16 00:00:00,OPERATIONAL,both,"700 Stewart St, Seattle, WA 98101, United States",
